 - 0.	 - 0.	
618	827.0	
619	822.0	
620	843.0	
621	829.0	
622	850.0	
623	846.0	
624	843.0	
625	846.0	
626	849.0	
627	845.0	
628	864.0	
629	852.0	
630	865.0	
631	855.0	
632	873.0	
633	862.0	
634	855.0	
635	853.0	
636	879.0	
637	855.0	
638	853.0	
639	849.0	
640	853.0	
641	878.0	
642	859.0	
643	840.0	
644	857.0	
645	855.0	
646	854.0	
647	873.0	
648	868.0	
649	895.0	
650	1015.0	
651	1197.0	
652	1370.0	
653	1439.0	
654	1389.0	
655	1342.0	
656	1203.0	
657	1098.0	
658	953.0	
659	866.0	
660	847.0	
661	852.0	
662	851.0	
663	853.0	
664	866.0	
665	909.0	
666	938.0	
667	992.0	
668	1060.0	
669	1150.0	
670	1243.0	
671	1413.0	
672	1925.0	
673	3304.0	
674	6580.0	
675	11038.0	
676	14297.0	
677	15192.0	
678	14221.0	
679	12093.0	
680	9234.0	
681	6221.0	
682	2975.0	
683	1396.0	
684	1098.0	
685	974.0	
686	935.0	
687	884.0	
688	892.0	
689	854.0	
690	860.0	
691	844.0	
692	842.0	
693	842.0	
694	831.0	
695	830.0	
696	831.0	
697	828.0	
698	831.0	
699	815.0	
700	824.0	
701	807.0	
702	818.0	
703	808.0	
704	815.0	
705	819.0	
706	805.0	
707	812.0	
708	825.0	
709	804.0	
710	819.0	
711	800.0	
712	788.0	
713	818.0	
714	807.0	
715	803.0	
716	810.0	
717	809.0	
718	810.0	
719	785.0	
720	812.0	
721	818.0	
722	802.0	
723	808.0	
724	810.0	
725	799.0	
726	802.0	
727	807.0	
728	797.0	
729	799.0	
730	806.0	
731	800.0	
732	803.0	
733	797.0	
734	799.0	
735	799.0	
736	807.0	
737	811.0	
738	806.0	
739	799.0	
740	799.0	
741	810.0	
742	808.0	
743	799.0	
744	799.0	
745	788.0	
746	802.0	
747	804.0	
748	819.0	
749	796.0	
750	811.0	
751	805.0	
752	803.0	
753	805.0	
754	803.0	
755	805.0	
756	810.0	
757	798.0	
758	801.0	
759	804.0	
760	808.0	
761	798.0	
762	799.0	
763	801.0	
764	792.0	
765	798.0	
766	807.0	
767	809.0	
768	802.0	
769	795.0	
770	801.0	
771	798.0	
772	801.0	
773	795.0	
774	805.0	
775	789.0	
776	798.0	
777	803.0	
778	797.0	
779	803.0	
780	801.0	
781	812.0	
782	804.0	
783	801.0	
784	799.0	
785	819.0	
786	807.0	
787	823.0	
788	810.0	
789	801.0	
790	812.0	
791	798.0	
792	810.0	
793	788.0	
794	787.0	
795	799.0	
796	808.0	
797	808.0	
798	799.0	
799	787.0	
800	794.0	
801	805.0	
802	803.0	
803	796.0	
804	797.0	
805	796.0	
806	806.0	
807	799.0	
808	807.0	
809	811.0	
810	791.0	
811	790.0	
812	791.0	
813	808.0	
814	803.0	
815	798.0	
816	808.0	
817	817.0	
818	787.0	
819	798.0	
820	797.0	
821	796.0	
822	790.0	
823	801.0	
824	799.0	
825	798.0	
826	794.0	
827	791.0	
828	792.0	
829	800.0	
830	796.0	
831	790.0	
832	799.0	
833	793.0	
834	790.0	
835	794.0	
836	818.0	
837	798.0	
838	790.0	
839	793.0	
840	791.0	
841	798.0	
842	792.0	
843	799.0	
844	795.0	
845	792.0	
846	799.0	
847	794.0	
848	800.0	
849	794.0	
850	788.0	
851	802.0	
852	786.0	
853	782.0	
854	799.0	
855	795.0	
856	801.0	
857	791.0	
858	799.0	
859	790.0	
860	801.0	
861	795.0	
862	790.0	
863	798.0	
864	796.0	
865	798.0	
866	797.0	
867	790.0	
868	795.0	
869	778.0	
870	786.0	
871	807.0	
872	786.0	
873	785.0	
874	796.0	
875	790.0	
876	791.0	
877	817.0	
878	792.0	
879	791.0	
880	803.0	
881	787.0	
882	786.0	
883	790.0	
884	789.0	
885	788.0	
886	791.0	
887	800.0	
888	790.0	
889	786.0	
890	797.0	
891	797.0	
892	799.0	
893	789.0	
894	794.0	
895	810.0	
896	778.0	
897	805.0	
898	788.0	
899	797.0	
900	794.0	
901	801.0	
902	796.0	
903	801.0	
904	807.0	
905	804.0	
906	792.0	
907	799.0	
908	800.0	
909	802.0	
910	797.0	
911	810.0	
912	810.0	
913	814.0	
914	799.0	
915	820.0	
916	814.0	
917	818.0	
918	819.0	
919	831.0	
920	827.0	
921	836.0	
922	829.0	
923	828.0	
924	838.0	
925	834.0	
926	835.0	
927	844.0	
928	847.0	
929	845.0	
930	855.0	
931	848.0	
932	848.0	
933	849.0	
934	855.0	
935	844.0	
936	860.0	
937	847.0	
938	849.0	
939	835.0	
940	840.0	
941	841.0	
942	835.0	
943	830.0	
944	815.0	
945	823.0	
946	821.0	
947	816.0	
948	818.0	
949	805.0	
950	804.0	
951	804.0	
952	808.0	
953	808.0	
954	803.0	
955	811.0	
956	814.0	
957	806.0	
958	833.0	
959	831.0	
960	863.0	
961	883.0	
962	931.0	
963	1114.0	
964	1420.0	
965	1747.0	
966	1926.0	
967	2097.0	
968	2175.0	
969	2258.0	
970	2442.0	
971	2765.0	
972	3323.0	
973	4651.0	
974	6974.0	
975	8980.0	
976	9914.0	
977	10410.0	
978	9951.0	
979	8425.0	
980	6337.0	
981	4287.0	
982	2310.0	
983	1238.0	
984	959.0	
985	902.0	
986	861.0	
987	847.0	
988	836.0	
989	821.0	
990	819.0	
991	809.0	
992	803.0	
993	802.0	
994	808.0	
995	789.0	
996	806.0	
997	811.0	
998	791.0	
999	796.0	
1000	793.0	
1001	790.0	
1002	788.0	
1003	783.0	
1004	789.0	
1005	796.0	
1006	778.0	
1007	780.0	
1008	782.0	
1009	797.0	
1010	779.0	
1011	790.0	
1012	783.0	
1013	781.0	
1014	789.0	
1015	791.0	
1016	785.0	
1017	783.0	
1018	793.0	
1019	777.0	
1020	789.0	
1021	782.0	
1022	779.0	
1023	778.0	
